UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,ambient_temp_C,factory_load_pct
9007,L56186,L,297.3,307.9,1417,41.8,186,0,0,0,0,0,0,1,26.986971135409632,67.56569604109279
9008,L56187,L,297.4,308.0,1383,46.2,188,0,0,0,0,0,0,1,32.90002118066947,94.54586402824515
9009,M23868,M,297.4,308.0,1440,42.4,190,0,0,0,0,0,0,2,29.525754179374864,54.06960290089791
9010,L56189,L,297.3,307.9,1579,34.4,193,0,0,0,0,0,0,1,33.740454331987166,73.31280271217474
9011,L56190,L,297.2,307.9,1441,40.0,195,0,0,0,0,0,0,1,29.708769603567696,88.77824192337403
9012,M23871,M,297.2,307.9,1530,35.9,197,0,0,0,0,0,0,2,21.508370301655486,53.04363326457005
9013,L56192,L,297.2,308.0,1705,26.0,200,0,0,0,0,0,0,1,15.395764967136326,85.26676084056506
9014,H38427,H,297.2,308.0,1435,43.0,202,0,0,0,0,0,0,0,28.74404380839795,90.98558113766626
9015,M23874,M,297.2,308.1,1340,61.3,207,1,0,0,0,1,0,2,26.930367668244173,83.0415649263526
9016,L56195,L,297.2,308.1,1431,49.7,210,1,0,0,0,0,0,1,23.115271303090587,50.6468446137678
9017,L56196,L,297.3,308.2,1396,52.7,212,1,0,0,0,1,0,1,19.49686375174311,59.00685135661031
9018,M23877,M,297.3,308.1,1369,52.0,214,0,0,0,0,0,0,2,24.326283932636453,67.10565394459753
9019,L56198,L,297.3,308.1,1615,35.4,217,1,1,0,0,0,0,1,27.02754257567612,61.6845017819023
9020,L56199,L,297.2,308.1,1662,31.3,0,0,0,0,0,0,0,1,31.32938911853195,98.13260701137136
9021,L56200,L,297.3,308.2,1553,33.5,2,0,0,0,0,0,0,1,28.9431554078399,82.57969570568969
9022,M23881,M,297.4,308.2,1536,34.6,4,0,0,0,0,0,0,2,36.04033623586365,64.84854786757852
9023,L56202,L,297.4,308.3,1548,46.6,7,0,0,0,0,0,0,1,22.82197971977303,96.48487493327228
9024,L56203,L,297.4,308.3,1706,30.9,9,0,0,0,0,0,0,1,32.405294460287166,87.02970997380935
9025,L56204,L,297.4,308.3,1366,45.5,11,0,0,0,0,0,0,1,28.23649371564364,64.2303605913521
9026,L56205,L,297.5,308.4,1440,35.9,13,0,0,0,0,0,0,1,31.473345620592923,68.94407847009776
9027,M23886,M,297.5,308.4,1685,28.1,15,0,0,0,0,0,0,2,25.817425683672283,59.97144291519784
9028,M23887,M,297.4,308.3,1444,44.0,18,0,0,0,0,0,0,2,33.35840186945295,98.5536999132911
9029,L56208,L,297.4,308.3,1395,48.7,21,0,0,0,0,0,0,1,29.476123791726213,75.86482479450366
9030,L56209,L,297.4,308.3,1483,38.8,23,0,0,0,0,0,0,1,24.60277507541125,94.80283437489923
9031,M23890,M,297.5,308.4,1403,44.3,25,0,0,0,0,0,0,2,27.93987985543406,67.32498855084239
9032,H38445,H,297.5,308.4,1793,23.9,28,0,0,0,0,0,0,0,26.802220705314504,93.04208015487379
9033,L56212,L,297.4,308.3,1723,28.8,33,0,0,0,0,0,0,1,30.445891753188967,52.6943424213582
9034,L56213,L,297.4,308.2,1386,41.0,35,0,0,0,0,0,0,1,22.101116253127458,99.1045158762144
9035,H38448,H,297.4,308.2,1585,46.2,37,0,0,0,0,0,0,0,27.853241489421528,95.60171835166514
9036,M23895,M,297.3,308.1,1731,27.7,42,0,0,0,0,0,0,2,29.976536263246654,68.16014723883275
9037,L56216,L,297.3,308.3,1519,37.7,45,0,0,0,0,0,0,1,28.165116535965165,88.73610826572886
9038,L56217,L,297.3,308.2,1896,24.4,47,0,0,0,0,0,0,1,34.734706221944975,87.6128963236913
9039,L56218,L,297.3,308.3,2358,14.9,49,0,0,0,0,0,0,1,31.87011387035526,95.06273985514659
9040,M23899,M,297.3,308.3,1341,51.9,51,0,0,0,0,0,0,2,27.962596016296267,65.36274905644055
9041,L56220,L,297.3,308.3,1550,37.0,54,0,0,0,0,0,0,1,29.083445487488365,73.27600026570747
9042,L56221,L,297.3,308.3,1309,61.5,56,0,0,0,0,0,0,1,29.47832775741,93.24998063030264
9043,M23902,M,297.3,308.4,1599,32.9,58,0,0,0,0,0,0,2,30.01649802083412,88.9289727067608
9044,L56223,L,297.4,308.4,1343,40.0,61,0,0,0,0,0,0,1,18.87171002167696,69.67333593701396
9045,L56224,L,297.4,308.4,1378,39.9,63,0,0,0,0,0,0,1,26.492368521153264,92.2862616456061
9046,L56225,L,297.4,308.4,1603,34.6,65,0,0,0,0,0,0,1,20.577804659032868,52.347701961620075
9047,L56226,L,297.4,308.4,1664,28.1,67,0,0,0,0,0,0,1,34.391404737297435,89.1023151481495
9048,L56227,L,297.3,308.4,1488,37.4,69,0,0,0,0,0,0,1,27.695752399985363,60.338292971685036
9049,M23908,M,297.3,308.4,1370,50.5,71,0,0,0,0,0,0,2,27.033295251601885,64.30604539118936
9050,L56229,L,297.3,308.5,1545,34.3,74,0,0,0,0,0,0,1,32.483986660166174,74.66074217977967
9051,M23910,M,297.4,308.5,1566,31.4,76,0,0,0,0,0,0,2,30.111623987249374,72.4867250534987
9052,L56231,L,297.4,308.6,1820,24.6,79,0,0,0,0,0,0,1,22.356827428103962,76.02850534349405
9053,M23912,M,297.4,308.6,1901,22.1,81,0,0,0,0,0,0,2,27.645473187363155,77.23877978360119
9054,M23913,M,297.4,308.5,1638,32.2,84,0,0,0,0,0,0,2,26.324165133868075,66.57638455157485
9055,M23914,M,297.3,308.4,1521,38.2,87,0,0,0,0,0,0,2,19.27733555696973,58.7613756508515
9056,H38469,H,297.3,308.4,1864,23.1,90,0,0,0,0,0,0,0,24.548618833813975,88.42406146436531
9057,L56236,L,297.3,308.3,1430,41.9,95,0,0,0,0,0,0,1,27.08229838991767,69.9988074543571
9058,M23917,M,297.3,308.4,1686,34.5,97,0,0,0,0,0,0,2,27.425245342540787,75.29204312295295
9059,M23918,M,297.2,308.3,1326,57.2,100,0,0,0,0,0,0,2,20.588842881613456,82.2348359175559
9060,L56239,L,297.2,308.3,1805,25.6,103,0,0,0,0,0,0,1,33.75832791523738,95.4818961153328
9061,H38474,H,297.2,308.3,1453,45.8,105,0,0,0,0,0,0,0,27.489484705542804,85.377641557011
9062,M23921,M,297.2,308.4,1863,26.0,110,0,0,0,0,0,0,2,28.187765383302814,52.27296127951922
9063,L56242,L,297.2,308.3,1576,35.3,113,0,0,0,0,0,0,1,30.003208191699184,91.92801816990088
9064,L56243,L,297.2,308.3,1419,39.7,115,0,0,0,0,0,0,1,24.059618730481645,99.46775075637595
9065,L56244,L,297.2,308.4,1833,25.2,117,0,0,0,0,0,0,1,30.28177986566348,73.62425126856911
9066,H38479,H,297.2,308.4,2182,17.3,119,0,0,0,0,0,0,0,26.164626769909084,98.47951682273003
9067,L56246,L,297.2,308.3,1656,30.3,124,0,0,0,0,0,0,1,23.51707229676404,77.36643711715747
9068,L56247,L,297.1,308.2,1351,56.6,126,0,0,0,0,0,0,1,30.867237466776995,72.9807997935975
9069,H38482,H,297.1,308.2,1790,30.3,128,0,0,0,0,0,0,0,35.45836929400904,66.57023823637275
9070,M23929,M,297.2,308.2,1678,28.1,133,0,0,0,0,0,0,2,31.624146867429157,82.87774379166694
9071,L56250,L,297.1,308.2,1427,45.2,136,0,0,0,0,0,0,1,32.614887825702155,61.49102102625223
9072,L56251,L,297.0,308.1,1429,54.0,138,0,0,0,0,0,0,1,25.396846967188505,55.246710925720215
9073,H38486,H,297.2,308.1,1770,27.2,140,0,0,0,0,0,0,0,20.011901354157718,51.3618551292107
9074,L56253,L,297.2,308.1,1689,31.2,145,0,0,0,0,0,0,1,35.45068761049921,64.61900563576319
9075,M23934,M,297.2,308.1,1554,41.3,147,0,0,0,0,0,0,2,38.2725744470238,69.78854160835192
9076,L56255,L,297.3,308.1,1506,36.0,150,0,0,0,0,0,0,1,35.71403386884841,77.6038348140624
9077,L56256,L,297.2,308.1,1474,44.3,152,0,0,0,0,0,0,1,26.32107030510125,64.63749125935033
9078,L56257,L,297.3,308.1,1762,26.1,154,0,0,0,0,0,0,1,22.226828306355777,99.20297861927057
9079,L56258,L,297.3,308.1,1566,35.7,156,0,0,0,0,0,0,1,22.671586510902166,64.58725841205838
9080,H38493,H,297.3,308.1,1554,42.4,158,0,0,0,0,0,0,0,19.581337161929756,72.04876942232043
9081,L56260,L,297.2,308.0,1869,25.4,163,0,0,0,0,0,0,1,27.463106907949772,55.16380827659502
9082,L56261,L,297.3,308.0,1527,35.1,165,0,0,0,0,0,0,1,36.02838979041228,63.03132566685378
9083,L56262,L,297.2,307.9,1309,49.6,167,0,0,0,0,0,0,1,27.291686840638782,52.416606989449555
9084,M23943,M,297.2,307.9,1541,35.7,169,0,0,0,0,0,0,2,29.511614501741374,77.9754316718664
9085,L56264,L,297.2,307.9,1326,75.4,172,1,0,0,1,1,0,1,34.87798482152104,87.55323415662158
9086,H38499,H,297.1,307.9,1365,54.0,174,0,0,0,0,0,0,0,25.979523440838,59.785490716803395
9087,L56266,L,297.1,307.8,1428,43.7,179,0,0,0,0,0,0,1,38.17765728359797,68.39554689080353
9088,L56267,L,297.1,307.8,1681,27.6,181,0,0,0,0,0,0,1,37.960472037487264,50.830811336358025
9089,M23948,M,297.1,307.9,1662,26.9,183,0,0,0,0,0,0,2,27.344443306597586,91.9761027861106
9090,L56269,L,297.2,307.9,1989,20.3,186,0,0,0,0,0,0,1,25.112328679903936,88.99817624658348
9091,M23950,M,297.2,307.9,1747,29.0,188,0,0,0,0,0,0,2,31.486190231951564,53.16270154371462
9092,M23951,M,297.2,308.0,1765,31.1,191,0,0,0,0,0,0,2,26.26237528740571,68.24338046602057
9093,L56272,L,297.3,308.1,1568,34.4,194,0,0,0,0,0,0,1,22.217223914663318,97.76433069247477
9094,M23953,M,297.3,308.1,1709,30.6,196,0,0,0,0,0,0,2,34.4061932676149,69.60135280394886
9095,M23954,M,297.3,308.1,1370,58.8,199,0,0,0,0,0,0,2,34.0822369363854,76.3104338362008
9096,L56275,L,297.3,308.1,1458,45.7,202,0,0,0,0,0,0,1,28.777558018817803,67.76214305051776
9097,L56276,L,297.2,308.1,1712,30.9,204,0,0,0,0,0,0,1,21.68567623135911,79.80656940641309
9098,L56277,L,297.3,308.1,1642,36.9,206,0,0,0,0,0,0,1,21.85236874391307,98.90784378184111
9099,L56278,L,297.3,308.1,1468,49.8,0,0,0,0,0,0,0,1,28.536146442095763,99.87512517405986
9100,H38513,H,297.3,308.1,1477,52.3,2,0,0,0,0,0,0,0,25.50064482747484,88.73574890055956
9101,L56280,L,297.3,308.2,1446,53.5,7,0,0,0,0,0,0,1,26.294535339291958,70.21555490102196
9102,H38515,H,297.3,308.2,1653,31.4,9,0,0,0,0,0,0,0,33.10981577530002,74.72161004144942
9103,L56282,L,297.3,308.3,1494,38.2,14,0,0,0,0,0,0,1,31.66589658711279,67.83656640561527
9104,L56283,L,297.3,308.2,1490,41.0,16,0,0,0,0,0,0,1,34.89071340248806,99.2787314952173
9105,M23964,M,297.4,308.3,1550,47.8,18,0,0,0,0,0,0,2,23.04688388311371,85.3880152912702
9106,M23965,M,297.3,308.2,1677,34.9,21,0,0,0,0,0,0,2,26.28404215656644,72.44657227167556
9107,L56286,L,297.4,308.3,1854,21.8,24,0,0,0,0,0,0,1,31.794908477300563,50.60576350548012
9108,M23967,M,297.5,308.5,1662,30.3,26,0,0,0,0,0,0,2,30.240391705064457,76.02417071952742
9109,M23968,M,297.5,308.6,1440,38.8,29,0,0,0,0,0,0,2,35.661901912938106,99.19641008508088
9110,L56289,L,297.5,308.6,1513,39.7,32,0,0,0,0,0,0,1,30.10268352952035,76.15304544865259
9111,M23970,M,297.6,308.6,1389,49.0,34,0,0,0,0,0,0,2,37.24054552052776,59.121334274455684
9112,L56291,L,297.6,308.6,1351,51.0,37,0,0,0,0,0,0,1,30.700089008615706,51.104687355238745
9113,M23972,M,297.6,308.6,1482,38.3,39,0,0,0,0,0,0,2,33.3108372379433,67.73518790621046
9114,L56293,L,297.6,308.6,1744,28.5,42,0,0,0,0,0,0,1,26.382425266077714,95.91140278483034
9115,L56294,L,297.6,308.7,1476,39.0,44,0,0,0,0,0,0,1,28.071436059419945,99.82770540879405
9116,M23975,M,297.6,308.6,1444,48.2,46,0,0,0,0,0,0,2,32.55472201919738,97.26839874060013
9117,H38530,H,297.6,308.7,1659,32.1,49,0,0,0,0,0,0,0,36.06489085296527,86.47099966271284
9118,M23977,M,297.6,308.7,1475,46.6,54,0,0,0,0,0,0,2,31.646184746553764,77.90713642203276
9119,L56298,L,297.6,308.6,1526,42.1,57,0,0,0,0,0,0,1,27.584141140326903,79.5343073191126
9120,M23979,M,297.4,308.4,1675,29.5,59,0,0,0,0,0,0,2,34.88667514764171,76.94960045459804
9121,L56300,L,297.4,308.4,1525,38.7,62,0,0,0,0,0,0,1,17.040106718600597,85.35246524614942
9122,L56301,L,297.3,308.3,1396,45.9,64,0,0,0,0,0,0,1,20.88882749246563,70.94366133476763
9123,L56302,L,297.4,308.4,1580,41.2,66,0,0,0,0,0,0,1,31.408171118341944,83.46020024778826
9124,L56303,L,297.4,308.5,1462,42.8,68,0,0,0,0,0,0,1,28.070541781265625,56.08060574786005
9125,L56304,L,297.4,308.4,1426,50.4,70,0,0,0,0,0,0,1,31.027568255620828,63.28476532807419
9126,L56305,L,297.4,308.5,1569,34.2,72,0,0,0,0,0,0,1,28.32203761215971,91.80015194043148
9127,L56306,L,297.4,308.5,1477,40.7,74,0,0,0,0,0,0,1,30.854728473019364,95.18744653716956
9128,L56307,L,297.4,308.5,1761,27.2,76,0,0,0,0,0,0,1,23.92798589503405,76.95041187801499
9129,M23988,M,297.5,308.6,1486,45.9,78,0,0,0,0,0,0,2,30.852430430398453,51.58178086064662
9130,L56309,L,297.6,308.6,1664,30.1,81,0,0,0,0,0,0,1,32.972072641037926,96.3486785395884
9131,L56310,L,297.6,308.6,1576,32.7,83,0,0,0,0,0,0,1,34.10275301965616,85.10321290136432
9132,H38545,H,297.6,308.6,1463,46.7,85,0,0,0,0,0,0,0,38.067771473243496,70.70139618776804
9133,M23992,M,297.6,308.6,1585,42.0,90,0,0,0,0,0,0,2,29.220492217511932,79.91894715997482
9134,L56313,L,297.7,308.7,1479,45.7,93,0,0,0,0,0,0,1,29.369555434235895,71.48874172206831
9135,L56314,L,297.7,308.7,1449,40.2,95,0,0,0,0,0,0,1,20.38413767913076,73.26696133660255
9136,H38549,H,297.7,308.8,1404,50.3,97,0,0,0,0,0,0,0,25.342942994307876,94.34049328297009
9137,L56316,L,297.7,308.7,1694,29.1,102,0,0,0,0,0,0,1,27.034589629966938,58.054212345855575
9138,L56317,L,297.7,308.7,1731,28.4,104,0,0,0,0,0,0,1,33.251597761381774,55.18345677411184
9139,L56318,L,297.6,308.6,1522,37.0,106,0,0,0,0,0,0,1,24.944994379551854,50.13643722565079
9140,L56319,L,297.5,308.5,1536,36.9,108,0,0,0,0,0,0,1,31.981700098744163,65.70001878060633
9141,L56320,L,297.5,308.5,1373,39.9,110,0,0,0,0,0,0,1,27.9918914151831,57.37068832422137
9142,L56321,L,297.5,308.5,1597,36.4,112,0,0,0,0,0,0,1,27.11415942442619,60.99927475690556
9143,L56322,L,297.6,308.5,1678,34.2,114,0,0,0,0,0,0,1,29.24446984566628,50.56194913326885
9144,L56323,L,297.6,308.5,1452,42.6,116,0,0,0,0,0,0,1,26.044218138735786,61.35977073438516
9145,M24004,M,297.5,308.5,1447,41.6,118,0,0,0,0,0,0,2,25.854813759536672,66.6355790966187
9146,L56325,L,297.6,308.5,1574,37.1,121,0,0,0,0,0,0,1,19.476070471049425,51.57837482049407
9147,L56326,L,297.6,308.6,1528,40.0,123,0,0,0,0,0,0,1,26.760228963360554,80.39520621485738
9148,L56327,L,297.7,308.7,1688,27.2,125,0,0,0,0,0,0,1,25.600159269256366,78.4400174441879
9149,L56328,L,297.6,308.6,1393,40.4,127,0,0,0,0,0,0,1,25.420095053254602,54.85178892549625
9150,M24009,M,297.5,308.6,1429,50.5,129,0,0,0,0,0,0,2,30.0843653129502,79.75048887592006
9151,M24010,M,297.5,308.6,1347,57.0,132,0,0,0,0,0,0,2,31.29315976395255,99.93269593044388
9152,L56331,L,297.6,308.6,1553,40.5,135,0,0,0,0,0,0,1,29.160972523211637,97.22344764057704
9153,L56332,L,297.5,308.6,1260,53.6,137,0,0,0,0,0,0,1,32.977075952247375,50.13354966838317
9154,L56333,L,297.5,308.6,1546,33.8,139,0,0,0,0,0,0,1,30.877809629151827,89.76891556651799
9155,L56334,L,297.5,308.6,1596,36.0,141,0,0,0,0,0,0,1,26.52471905097179,67.68026381182429
9156,L56335,L,297.5,308.5,1340,57.4,143,0,0,0,0,0,0,1,25.6857185714281,53.18256851673137
9157,M24016,M,297.5,308.4,1369,54.8,145,0,0,0,0,0,0,2,29.564111183834232,64.7991606858104
9158,L56337,L,297.5,308.5,1462,52.3,148,0,0,0,0,0,0,1,30.868835549509505,66.08682581564811
9159,H38572,H,297.4,308.4,1487,46.2,150,0,0,0,0,0,0,0,34.98922153515749,76.16221196545284
9160,M24019,M,297.5,308.6,1510,35.5,155,0,0,0,0,0,0,2,33.955865224700474,83.05418836344273
9161,H38574,H,297.5,308.5,1671,28.0,158,0,0,0,0,0,0,0,25.292634967464156,87.4527806104204
9162,M24021,M,297.5,308.5,1612,30.0,163,0,0,0,0,0,0,2,27.489968599363692,62.29515212816334
9163,M24022,M,297.6,308.6,1509,39.7,166,0,0,0,0,0,0,2,31.35508902458885,66.08852851242484
9164,L56343,L,297.6,308.6,1415,47.3,169,0,0,0,0,0,0,1,33.33998889029486,65.41908534298676
9165,L56344,L,297.6,308.6,2384,14.4,171,0,0,0,0,0,0,1,32.69484734352396,68.13684340604382
9166,L56345,L,297.6,308.6,1326,62.4,173,0,0,0,0,0,0,1,27.680610835843268,99.98281544781693
9167,M24026,M,297.6,308.6,1390,53.4,175,0,0,0,0,0,0,2,21.729886737857417,88.89716514137129
9168,M24027,M,297.6,308.7,1392,41.2,178,0,0,0,0,0,0,2,23.005318118772045,98.74952326343485
9169,H38582,H,297.6,308.8,1385,44.4,181,0,0,0,0,0,0,0,29.36316757159707,84.65555297735287
9170,L56349,L,297.7,308.8,1896,24.5,186,0,0,0,0,0,0,1,29.711127897121727,70.31353508236421
9171,L56350,L,297.7,308.7,1474,46.8,188,0,0,0,0,0,0,1,22.506603132828076,69.48720918134875
9172,M24031,M,297.7,308.8,1388,45.6,190,0,0,0,0,0,0,2,28.22284805444636,74.42905724875226
9173,L56352,L,297.7,308.9,1715,27.2,193,0,0,0,0,0,0,1,31.156121784858914,70.84348916822186
9174,H38587,H,297.8,308.9,1650,32.2,195,0,0,0,0,0,0,0,22.24386671246428,91.41631230463729
9175,L56354,L,297.8,308.9,1871,25.6,200,1,1,0,0,0,0,1,33.52498600902207,73.25010065133465
9176,L56355,L,297.8,309.0,1403,64.2,0,1,0,0,1,0,0,1,26.112344257200874,64.7807180105423
9177,L56356,L,297.8,308.9,1518,40.4,2,0,0,0,0,0,0,1,34.288065562883254,88.74301343483259
9178,L56357,L,297.9,309.1,1504,43.0,4,0,0,0,0,0,0,1,25.3327377711205,92.72102046906973
9179,L56358,L,297.8,309.0,1340,56.9,6,0,0,0,0,0,0,1,22.866872585579106,71.02144780702257
9180,H38593,H,297.9,309.1,1435,44.7,8,0,0,0,0,0,0,0,25.709315050791403,83.3904285952766
9181,L56360,L,297.9,309.1,1507,36.9,13,0,0,0,0,0,0,1,27.524259384613398,52.94022669441524
9182,L56361,L,297.9,309.1,1521,36.1,15,0,0,0,0,0,0,1,26.057600466142596,76.47324259857334
9183,M24042,M,297.8,309.0,1576,45.0,17,0,0,0,0,0,0,2,26.919992892134434,52.2490568872754
9184,L56363,L,297.9,309.1,1543,36.6,20,0,0,0,0,0,0,1,29.66982574838095,51.459542024723405
9185,L56364,L,298.0,309.2,1665,36.6,22,0,0,0,0,0,0,1,27.144103151018,80.64624252613694
9186,L56365,L,297.9,309.1,1442,50.3,24,0,0,0,0,0,0,1,27.669438030239967,65.16676911974936
9187,L56366,L,297.9,309.0,1629,29.0,26,0,0,0,0,0,0,1,19.45386800398702,87.12685812277327
9188,L56367,L,297.9,309.0,1379,47.3,28,0,0,0,0,0,0,1,29.958490080052364,94.8041280316296
9189,L56368,L,297.9,309.0,1502,40.2,30,0,0,0,0,0,0,1,27.55398351154166,56.96955868651754
9190,L56369,L,297.9,309.1,1595,32.0,32,0,0,0,0,0,0,1,36.05146490241435,86.22614192894619
9191,M24050,M,298.0,309.0,1439,38.5,34,0,0,0,0,0,0,2,23.302174163730207,75.72599991441716
9192,M24051,M,297.9,309.0,1970,21.6,37,0,0,0,0,0,0,2,18.95852335750243,55.605962508134944
9193,L56372,L,297.9,309.0,1562,35.8,40,0,0,0,0,0,0,1,31.09034246965021,82.57963032403623
9194,M24053,M,297.9,309.0,1530,40.9,42,0,0,0,0,0,0,2,29.732635091565,80.47334015532364
9195,L56374,L,297.9,308.9,1393,40.6,45,0,0,0,0,0,0,1,22.95783489734427,75.78209337003912
9196,L56375,L,297.9,309.0,1532,37.6,47,0,0,0,0,0,0,1,20.351255224979543,96.32356022798291
9197,L56376,L,298.0,308.9,1607,37.7,49,0,0,0,0,0,0,1,35.68698365342145,76.05398480520083
9198,M24057,M,297.9,308.8,1469,49.0,51,0,0,0,0,0,0,2,35.070551953033906,99.52575577251062
9199,M24058,M,297.9,308.8,1538,37.6,54,0,0,0,0,0,0,2,15.562716206469354,75.46144069240555
9200,L56379,L,297.9,308.8,1613,31.4,57,0,0,0,0,0,0,1,25.708884853717496,55.79260191506838
9201,M24060,M,297.9,308.8,1602,32.1,59,0,0,0,0,0,0,2,36.320960273919496,73.52356255375152
9202,L56381,L,297.8,308.7,1404,44.2,62,0,0,0,0,0,0,1,25.619687211110666,59.11643812775356
9203,L56382,L,297.8,308.8,1548,36.9,64,0,0,0,0,0,0,1,25.546938829866736,79.85667426087136
9204,L56383,L,297.8,308.8,1559,35.2,66,0,0,0,0,0,0,1,26.58620336185316,84.65660875968005
9205,L56384,L,297.8,308.8,1621,36.1,68,0,0,0,0,0,0,1,22.395515131159204,73.42176393535468
9206,L56385,L,297.8,308.8,1579,32.9,70,0,0,0,0,0,0,1,19.47612127885978,54.88514838415741
9207,M24066,M,297.9,308.9,1547,44.0,72,0,0,0,0,0,0,2,33.26273655367375,73.43206992917764
9208,L56387,L,297.9,308.8,1386,48.6,75,0,0,0,0,0,0,1,18.785315468761624,54.07271073672002
9209,L56388,L,298.0,308.9,1406,40.9,77,0,0,0,0,0,0,1,29.23635726054378,84.10629777532671
9210,M24069,M,298.0,309.0,1393,55.9,79,0,0,0,0,0,0,2,32.43289746378825,89.51841124325438
9211,M24070,M,297.9,309.0,2456,13.9,82,0,0,0,0,0,0,2,20.74386850549421,98.11901636135195
9212,M24071,M,298.0,309.0,1409,49.1,85,0,0,0,0,0,0,2,23.378657987024642,57.44010535642282
9213,L56392,L,298.0,308.9,1390,53.9,88,0,0,0,0,0,0,1,34.06589594195795,76.62101677666521
9214,L56393,L,298.0,309.0,1679,32.4,90,0,0,0,0,0,0,1,30.6644586011352,78.37686837677093
9215,L56394,L,298.0,308.9,1508,37.1,92,0,0,0,0,0,0,1,24.913571465605564,96.12382668904898
9216,L56395,L,297.9,308.8,1681,31.7,94,0,0,0,0,0,0,1,34.01124501680586,81.36383202982572
9217,H38630,H,297.7,308.8,1469,43.7,96,0,0,0,0,0,0,0,34.032678617271515,57.275482282266054
9218,L56397,L,297.8,308.8,1421,49.6,101,0,0,0,0,0,0,1,29.345263465078535,71.81756619815945
9219,L56398,L,297.7,308.8,1354,50.2,103,0,0,0,0,0,0,1,23.499198860631687,82.73812642531252
9220,M24079,M,297.7,308.8,1350,57.0,105,0,0,0,0,0,0,2,25.932756482641025,85.01422160346488
9221,L56400,L,297.8,308.9,1282,58.1,108,0,0,0,0,0,0,1,29.43193371977695,93.15369992952867
9222,M24081,M,297.8,309.0,1675,30.0,110,0,0,0,0,0,0,2,27.05702585426256,59.02535599221986
9223,M24082,M,297.9,309.0,1525,38.5,113,0,0,0,0,0,0,2,32.694785891174256,97.57710733777492
9224,L56403,L,297.9,309.0,1382,43.9,116,0,0,0,0,0,0,1,20.35112959945332,52.95697060077961
9225,L56404,L,297.9,309.0,1450,46.8,118,0,0,0,0,0,0,1,20.528682354668806,99.18810672844509
9226,L56405,L,298.0,309.1,1820,23.6,120,0,0,0,0,0,0,1,28.904355557412163,92.88835464332043
9227,L56406,L,298.0,309.1,1822,23.5,122,0,0,0,0,0,0,1,25.542277930965476,83.01363913810857
9228,L56407,L,298.0,309.1,1473,44.3,124,0,0,0,0,0,0,1,24.864756926511294,86.74977501322108
9229,M24088,M,298.1,309.1,1572,37.5,126,0,0,0,0,0,0,2,19.159716404128012,53.63460029593982
9230,M24089,M,298.1,309.0,2042,17.8,129,0,0,0,0,0,0,2,28.09772922399091,52.07399314472262
9231,L56410,L,298.2,309.2,1922,22.6,132,0,0,0,0,0,0,1,27.736224459996173,55.088289827568275
9232,L56411,L,298.2,309.1,1539,36.5,134,0,0,0,0,0,0,1,31.267394909758703,54.36799073320689
9233,L56412,L,298.2,309.1,1350,52.0,136,0,0,0,0,0,0,1,28.34453066560486,77.36906167347175
9234,L56413,L,298.3,309.1,1403,45.1,138,0,0,0,0,0,0,1,27.336979608797517,60.77219935558946
9235,L56414,L,298.3,309.1,1904,20.3,140,0,0,0,0,0,0,1,33.88500318395169,93.01028186033633
9236,M24095,M,298.2,308.9,1592,35.2,142,0,0,0,0,0,0,2,21.43766348275725,72.28743115340362
9237,L56416,L,298.1,308.7,1556,31.6,145,0,0,0,0,0,0,1,30.68194609423788,84.77552382291375
9238,M24097,M,298.1,308.8,1811,25.4,147,0,0,0,0,0,0,2,19.644264176023256,82.64365464850799
9239,M24098,M,298.2,308.8,1456,41.2,150,0,0,0,0,0,0,2,23.80819059999596,65.99265194648551
9240,H38653,H,298.2,308.8,1436,51.9,153,0,0,0,0,0,0,0,21.936714336883433,62.15837867628645
9241,M24100,M,298.1,308.7,1362,49.6,158,0,0,0,0,0,0,2,31.90971267725959,67.12281426483176
9242,L56421,L,298.1,308.7,1683,29.1,161,0,0,0,0,0,0,1,27.67294883202303,89.83291869249187
9243,M24102,M,298.2,308.7,1269,60.9,163,0,0,0,0,0,0,2,27.932483777035117,79.31384242098092
9244,L56423,L,298.3,308.8,1454,49.0,166,0,0,0,0,0,0,1,22.466335061352744,62.67693312595877
9245,L56424,L,298.3,308.8,1767,27.3,168,0,0,0,0,0,0,1,26.501532520335555,90.89232215302151
9246,L56425,L,298.3,308.9,1708,27.3,170,0,0,0,0,0,0,1,24.18267348345444,52.737969305515335
9247,L56426,L,298.3,308.9,1862,27.0,172,0,0,0,0,0,0,1,29.917275074271082,84.95916874951476
9248,L56427,L,298.3,308.9,1695,30.7,174,0,0,0,0,0,0,1,23.04454432334193,71.95504028746555
9249,M24108,M,298.3,309.1,1488,40.6,176,0,0,0,0,0,0,2,34.64897182602538,86.56451930329442
9250,L56429,L,298.3,309.0,1657,32.2,179,0,0,0,0,0,0,1,19.62209775187953,96.37306401217134
9251,H38664,H,298.3,309.0,1823,25.9,181,0,0,0,0,0,0,0,23.967400837717193,87.50170489734519
9252,M24111,M,298.2,309.1,1651,28.8,186,0,0,0,0,0,0,2,36.38600254983048,72.09826776556912
9253,M24112,M,298.1,309.0,1533,36.1,189,0,0,0,0,0,0,2,25.82430626018983,57.54878407569404
9254,M24113,M,298.2,309.0,1508,40.5,192,0,0,0,0,0,0,2,21.42560667797794,90.31754879027169
